"","state_cens","sector","nobs","empl","member","covered","pctmem","pctcov","state2","unioncovpct_state","idvarstate","state","year","robotpct_state","stateyear","medianhouseinc","unemprate","femalepct","manufemp","healthins","oldage","wage_state"
"102",83,"Total",2165,242474.118916667,17639.80865,21130.2686083333,0.0727492421865463,0.0871444270014763,"WY",8.71444270014763,"Wyoming-2019","Wyoming","2019",17.6,"Wyoming-2019",65.003,3.6,60.4,3.8,87.7,7.4,54.3519047619048
"103",63,"Total",2667,1894331.489025,150823.563216667,163265.663975,0.0796183571219444,0.0861864313483238,"AL",8.61864313483238,"Alabama-2020","Alabama","2020",25.7,"Alabama-2020",52.035,5.6,52.6,14.2,90.5,10.2,46.5958333333333
"104",94,"Total",1578,280369.595008333,49281.3329416666,54544.9490166667,0.175772741436958,0.194546595215797,"AK",19.4546595215797,"Alaska-2020","Alaska","2020",14.4,"Alaska-2020",77.79,7.2,63.5,3.8,87.4,6.5,55.4176470588235
"105",86,"Total",2168,2907798.10536666,154523.6328,206667.730116667,0.053141113370657,0.0710736140608788,"AZ",7.10736140608788,"Arizona-2020","Arizona","2020",29.9,"Arizona-2020",61.529,5.8,55.2,7,89.4,8.9,52.28
"106",71,"Total",2245,1157555.150425,54306.1935916667,68557.5122583334,0.0469145625829697,0.0592261292040348,"AR",5.92261292040348,"Arkansas-2020","Arkansas","2020",21,"Arkansas-2020",49.475,5.2,54,13.4,91.7,9.8,44.05
"107",93,"Total",10839,15062871.3905,2438450.56179167,2651897.352425,0.161884844303131,0.176055237650871,"CA",17.6055237650871,"California-2020","California","2020",16.4,"California-2020",78.672,6.2,57.8,9,92.8,10.3,61.672
"108",84,"Total",1766,2471596.83036667,182645.359241667,202160.328575,0.0738977119326591,0.0817934051156044,"CO",8.17934051156044,"Colorado-2020","Colorado","2020",18.2,"Colorado-2020",75.231,4.6,63,6.8,92.2,7.4,61.41875
"109",16,"Total",1411,1523509.77720833,260509.756458333,280200.515025,0.170993164181709,0.183917760848999,"CT",18.3917760848999,"Connecticut-2020","Connecticut","2020",13.3,"Connecticut-2020",79.855,6,61.8,10.5,94.9,7.2,58.3908333333333
"110",51,"Total",1448,424179.351358333,42011.5875083333,44541.8031166667,0.099042035639286,0.105007007718086,"DE",10.5007007718086,"Delaware-2020","Delaware","2020",9.2,"Delaware-2020",69.11,5.8,58.2,8,94.2,6.5,52.1905882352941
"111",53,"Total",2467,343226.602175,29474.7820333334,32762.03515,0.085875578224659,0.0954530760645866,"DC",9.54530760645866,"District of Columbia-2020",NA,NA,NA,"NA-NA",NA,NA,NA,NA,NA,NA,NA
"112",59,"Total",5565,8150539.45516665,525489.652591667,645837.701866666,0.0644729882478714,0.0792386457324028,"FL",7.92386457324028,"Florida-2020","Florida","2020",10,"Florida-2020",57.703,5.4,54.5,5.1,87.3,10.5,48.3524
"113",58,"Total",2951,4174060.27776666,194261.47175,271317.141541667,0.0465401709079742,0.0650007724761963,"GA",6.50007724761963,"Georgia-2020","Georgia","2020",24.3,"Georgia-2020",61.224,5.6,58.8,10.5,87,10.1,49.7656
"114",95,"Total",1708,507164.944533334,119842.749841667,129922.616666667,0.236299350857735,0.256174296140671,"HI",25.6174296140671,"Hawaii-2020",NA,NA,NA,"NA-NA",NA,NA,NA,NA,NA,NA,NA
"115",82,"Total",2343,730782.952725001,41053.8290166667,47111.3988583333,0.0561778694391251,0.0644670203328133,"ID",6.44670203328133,"Idaho-2020","Idaho","2020",20.6,"Idaho-2020",58.915,4.2,57.1,9.6,89.6,7.9,44.765
"116",33,"Total",3745,5176009.15815834,736186.01075,785274.3027,0.142230436205864,0.151714235544205,"IL",15.1714235544205,"Illinois-2020","Illinois","2020",23.9,"Illinois-2020",68.428,6,60.6,11.7,93.2,8.8,54.8408
"117",32,"Total",2273,2837580.632625,234063.937658333,271097.130141667,0.0824871510267258,0.0955381244421005,"IN",9.55381244421005,"Indiana-2020","Indiana","2020",27.4,"Indiana-2020",58.235,4.7,59.1,18.7,92,7.4,49.44
"118",42,"Total",1759,1399233.85941667,92035.9830083334,127232.565366667,0.0657759830355644,0.090930163860321,"IA",9.0930163860321,"Iowa-2020","Iowa","2020",27.6,"Iowa-2020",61.836,3.9,62.7,14.7,95.3,7,48.8348
"119",47,"Total",1901,1281583.90251666,113273.489916667,143859.675025,0.0883855447173119,0.112251468002796,"KS",11.2251468002796,"Kansas-2020","Kansas","2020",33.9,"Kansas-2020",61.091,4.1,61.6,12.5,91.3,7.7,49.4817391304348
"120",61,"Total",1520,1691407.11766667,126137.559191667,158323.085141667,0.0745755136013031,0.0936043635010719,"KY",9.36043635010719,"Kentucky-2020","Kentucky","2020",34.6,"Kentucky-2020",52.238,5.4,55.2,14.3,94.4,11,49.1070833333333
"121",72,"Total",2810,1681295.75945833,98966.17315,112880.886041667,0.0588630363345146,0.0671392232179642,"LA",6.71392232179642,"Louisiana-2020","Louisiana","2020",12.6,"Louisiana-2020",50.8,6.6,55.3,7.6,91.3,11.9,52.7348
"122",11,"Total",1113,556949.762816667,81184.6501416667,92623.068925,0.14576655626297,0.166304171085358,"ME",16.6304171085358,"Maine-2020","Maine","2020",37.7,"Maine-2020",59.489,4,59.6,8.7,92.4,8.5,51.7564
"123",52,"Total",1805,2694148.7317,352667.854591667,381563.416825,0.130901411175728,0.141626715660095,"MD",14.1626715660095,"Maryland-2020","Maryland","2020",13.8,"Maryland-2020",87.063,5.2,63.6,4.5,94.1,7.9,58.6470833333333
"124",14,"Total",2954,2987256.17103334,357740.277583333,384272.875716666,0.119755476713181,0.128637403249741,"MA",12.8637403249741,"Massachusetts-2020","Massachusetts","2020",17.9,"Massachusetts-2020",84.385,5.1,63.4,8.8,97.3,8.9,60.7372727272727
"125",34,"Total",3055,3978295.12545832,605090.285666666,661431.668883334,0.152097880840302,0.166260078549385,"MI",16.6260078549385,"Michigan-2020","Michigan","2020",36.2,"Michigan-2020",59.234,6,57.2,18.6,94.6,8.5,51.1556
"126",41,"Total",1965,2519499.609925,398606.882608333,427661.582616667,0.15820874273777,0.169740676879883,"MN",16.9740676879883,"Minnesota-2020","Minnesota","2020",22.8,"Minnesota-2020",73.382,3.8,65.6,13.4,95.5,7.1,54.9656
"127",64,"Total",2203,1033459.18861667,74079.5668416667,85825.4911,0.0716811716556549,0.0830468088388443,"MS",8.30468088388443,"Mississippi-2020","Mississippi","2020",17.8,"Mississippi-2020",46.511,7.1,53.9,13.2,88,12.8,44.6520833333333
"128",43,"Total",1971,2525904.2868,237238.413125,253311.4546,0.0939221680164337,0.100285455584526,"MO",10.0285455584526,"Missouri-2020","Missouri","2020",33.3,"Missouri-2020",57.29,4.5,59.1,11.4,90.6,8.6,48.5384
"129",81,"Total",2341,419396.123858333,50323.559775,54181.4877416667,0.119990520179272,0.129189297556877,"MT",12.9189297556877,"Montana-2020","Montana","2020",9.2,"Montana-2020",56.539,4.2,59.8,5,91.6,8.9,50.2534782608696
"130",46,"Total",2007,889730.850391667,85247.8938583333,93669.1619083333,0.095813125371933,0.105278089642525,"NE",10.5278089642525,"Nebraska-2020","Nebraska","2020",27.2,"Nebraska-2020",63.015,3.4,64.8,10.2,91.9,7.8,46.4557142857143
"131",88,"Total",1719,1209985.94033333,161575.369675,186057.130508333,0.133534908294678,0.153768002986908,"NV",15.3768002986908,"Nevada-2020","Nevada","2020",12.9,"Nevada-2020",62.043,6.6,58.6,4.8,88.8,9.2,49.957619047619
"132",12,"Total",2061,629094.967125,61397.663725,69453.9632833333,0.0975968092679977,0.11040298640728,"NH",11.040298640728,"New Hampshire-2020","New Hampshire","2020",21.7,"New Hampshire-2020",77.923,3.8,63.2,12.6,94,6.1,55.3768
"133",22,"Total",2739,3726546.603375,598811.446,659079.2428,0.160688027739525,0.176860585808754,"NJ",17.6860585808754,"New Jersey-2020","New Jersey","2020",11.1,"New Jersey-2020",85.245,5.8,60.6,8.1,92.4,8.4,59.452
"134",85,"Total",1993,742334.736575,53133.9064833333,63753.2856666667,0.071576751768589,0.0858821272850037,"NM",8.58821272850037,"New Mexico-2020","New Mexico","2020",6.4,"New Mexico-2020",51.243,6.6,53.7,4,90.5,12.4,49.1221739130435
"135",21,"Total",5174,7553914.65338331,1662695.613425,1785065.818425,0.220110461115837,0.236310034990311,"NY",23.6310034990311,"New York-2020","New York","2020",17.9,"New York-2020",71.117,5.7,58.7,6,94.6,11.5,54.6468
"136",56,"Total",2873,4132720.56220834,130077.586275,161979.609475,0.0314750485122204,0.0391944274306297,"NC",3.91944274306297,"North Carolina-2020","North Carolina","2020",22.7,"North Carolina-2020",56.642,5.4,57.5,12.1,89.3,9.2,48.0524
"137",44,"Total",2412,339024.938766666,21153.1194333333,24979.2837833333,0.062393993139267,0.0736797824501991,"ND",7.36797824501991,"North Dakota-2020","North Dakota","2020",28.7,"North Dakota-2020",65.315,3.1,65.2,6.7,92.8,8.9,51.2394444444444
"138",31,"Total",3363,4812986.17005832,634644.775066666,684227.024083333,0.131860911846161,0.142162680625916,"OH",14.2162680625916,"Ohio-2020","Ohio","2020",31.4,"Ohio-2020",58.116,5.3,58.9,15.1,93.8,8.2,50.4568
"139",73,"Total",1953,1499868.94884167,89848.0054416667,114180.630991667,0.0599039047956467,0.0761270746588707,"OK",7.61270746588707,"Oklahoma-2020","Oklahoma","2020",22,"Oklahoma-2020",53.84,5.1,56,9.6,85.6,8.7,50.5404
"140",92,"Total",2174,1691570.6302,274074.863333333,291549.941533333,0.162023901939392,0.172354578971863,"OR",17.2354578971863,"Oregon-2020","Oregon","2020",22.4,"Oregon-2020",65.667,5.5,58.3,11.2,93.4,8,53.6029166666667
"141",23,"Total",3597,5315775.60800001,718995.697758334,775815.512033334,0.135256975889206,0.145945876836777,"PA",14.5945876836777,"Pennsylvania-2020","Pennsylvania","2020",21,"Pennsylvania-2020",63.627,5.4,58.5,11.6,94.4,8.2,52.0804
"142",15,"Total",1269,455762.069108334,81098.1296416666,86861.6957916667,0.177939623594284,0.190585613250732,"RI",19.0585613250732,"Rhode Island-2020","Rhode Island","2020",11.8,"Rhode Island-2020",70.305,5.5,60.9,10.6,95.7,9.3,56.0371428571429
"143",57,"Total",2091,2038737.788475,59148.565125,76813.8803333333,0.0290123447775841,0.037677176296711,"SC",3.7677176296711,"South Carolina-2020","South Carolina","2020",31.5,"South Carolina-2020",54.864,5.5,56.2,13.4,89.6,9.6,49.5516666666667
"144",45,"Total",1687,384721.135241667,16515.3959833333,21238.2168583333,0.0429282262921333,0.0552041865885258,"SD",5.52041865885258,"South Dakota-2020","South Dakota","2020",16.3,"South Dakota-2020",59.896,3.5,63.9,10,90.4,9,42.8955
"145",62,"Total",2477,2678164.34853333,116387.176483333,136827.9788,0.043457817286253,0.0510902106761932,"TN",5.10902106761932,"Tennessee-2020","Tennessee","2020",30.1,"Tennessee-2020",54.833,5.3,56.9,12.9,90.3,9.3,48.5192
"146",74,"Total",7359,11614420.0565334,565634.305166667,695718.703183333,0.048701036721468,0.0599012859165668,"TX",5.99012859165668,"Texas-2020","Texas","2020",15.2,"Texas-2020",63.826,5.3,58.3,8.4,82.7,10.7,53.1092
"147",87,"Total",2447,1403750.248425,51074.593375,75246.693725,0.0363843888044357,0.0536040477454662,"UT",5.36040477454662,"Utah-2020","Utah","2020",25.2,"Utah-2020",74.197,3.6,61.3,10,91,6.2,53.866
"148",13,"Total",1847,264710.260141667,31330.6180166667,36410.5888916667,0.11835815757513,0.137548834085464,"VT",13.7548834085464,"Vermont-2020","Vermont","2020",13.2,"Vermont-2020",63.477,3.8,62.8,10.5,96,7.7,49.3914285714286
"149",54,"Total",2644,3703065.5313,163841.635991667,200103.145916667,0.0442448668181896,0.0540371611714363,"VA",5.40371611714363,"Virginia-2020","Virginia","2020",12.2,"Virginia-2020",76.398,4.6,61,7.1,91.8,7.5,50.724
"150",91,"Total",2700,3204697.305075,557128.144258333,596422.666225,0.17384734749794,0.186108887195587,"WA",18.6108887195587,"Washington-2020","Washington","2020",41.5,"Washington-2020",77.006,4.9,59,9.5,93.8,7.5,58.7916
"151",55,"Total",2438,667226.038841667,70962.0391083333,75109.9981583333,0.10635381937027,0.11257054656744,"WV",11.257054656744,"West Virginia-2020","West Virginia","2020",14.3,"West Virginia-2020",48.037,6.5,49.7,8,93.8,9.8,46.7647826086957
"152",35,"Total",2012,2597075.96163333,227077.352116667,264732.415891667,0.0874357745051384,0.101934798061848,"WI",10.1934798061848,"Wisconsin-2020","Wisconsin","2020",28.3,"Wisconsin-2020",63.293,3.6,62.6,18,94.5,7.8,49.516
"153",83,"Total",2064,239387.008191667,18110.5765833333,22192.2053333333,0.075653962790966,0.0927043035626411,"WY",9.27043035626411,"Wyoming-2020","Wyoming","2020",11.1,"Wyoming-2020",65.304,4.4,60.2,4.3,88.6,8,56.122
"154",63,"Total",2787,1937215.21134167,114509.334883333,133210.012133333,0.0591102801263332,0.0687636584043503,"AL",6.87636584043503,"Alabama-2021","Alabama","2021",28.6,"Alabama-2021",53.913,5.3,53,13.8,90.1,11.4,47.3041666666667
"155",94,"Total",1521,292478.32065,45998.1556333333,50269.65845,0.157270312309265,0.171874821186066,"AK",17.1874821186066,"Alaska-2021","Alaska","2021",31.6,"Alaska-2021",77.845,7,62,4.9,88.6,8.5,59.2294117647059
"156",86,"Total",2146,3119894.87176667,167407.155225,208597.7769,0.0536579489707947,0.0668605118989944,"AZ",6.68605118989944,"Arizona-2021","Arizona","2021",26.8,"Arizona-2021",69.056,5.8,55.4,7.8,89.3,9.6,54.29
"157",71,"Total",2255,1167660.68749167,45502.9813833334,51371.1932,0.0389693528413773,0.0439949668943882,"AR",4.39949668943882,"Arkansas-2021","Arkansas","2021",28.5,"Arkansas-2021",52.528,5.5,54.3,12.6,90.8,11.7,44.7676
"158",93,"Total",11143,15501464.3853917,2468917.72435,2757650.44105833,0.159269973635674,0.177896127104759,"CA",17.7896127104759,"California-2021","California","2021",19.8,"California-2021",84.907,8.3,57.8,9,93,11.1,63.8428
"159",84,"Total",1841,2534734.13038334,164654.299766667,190792.707108333,0.0649591982364655,0.0752712860703468,"CO",7.52712860703468,"Colorado-2021","Colorado","2021",26.1,"Colorado-2021",82.254,5.3,63,7,92,7.7,61.17375
"160",16,"Total",1379,1522509.00601667,222159.007066667,247202.424141667,0.145916387438774,0.162365168333054,"CT",16.2365168333054,"Connecticut-2021","Connecticut","2021",16.2,"Connecticut-2021",83.771,6.7,61.4,11.1,94.8,8.6,59.3733333333333
"161",51,"Total",1491,434713.291858334,42402.1402166667,44189.3144083333,0.0975404754281044,0.101651631295681,"DE",10.1651631295681,"Delaware-2021","Delaware","2021",24,"Delaware-2021",71.091,5.6,57,6.6,94.3,6.9,55.1445
"162",53,"Total",2401,350195.821775,31247.3164416667,34762.9634916667,0.0892281234264374,0.0992672145366669,"DC",9.92672145366669,"District of Columbia-2021",NA,NA,NA,"NA-NA",NA,NA,NA,NA,NA,NA,NA
"163",59,"Total",6057,8667534.51853332,448787.85685,529534.293925,0.0517780296504498,0.0610939934849739,"FL",6.10939934849739,"Florida-2021","Florida","2021",13.4,"Florida-2021",63.062,5.6,54.6,5.4,87.9,11,49.6948
"164",58,"Total",3015,4404154.58066667,210781.539741667,255407.945716667,0.0478597059845924,0.0579925030469894,"GA",5.79925030469894,"Georgia-2021","Georgia","2021",28.5,"Georgia-2021",66.559,5.5,58.7,10.3,87.4,10,50.5472
"165",95,"Total",1779,540725.677333333,120905.871658333,130438.814425,0.223599284887314,0.241229191422462,"HI",24.1229191422462,"Hawaii-2021",NA,NA,NA,"NA-NA",NA,NA,NA,NA,NA,NA,NA
"166",82,"Total",2376,765514.766216668,35741.0376416667,42193.4852916666,0.0466888956725597,0.0551177933812141,"ID",5.51177933812141,"Idaho-2021","Idaho","2021",21.5,"Idaho-2021",66.474,3.3,57.5,10,91.2,9.5,45.9095454545455
"167",33,"Total",3773,5396680.14858335,752063.291983333,818268.248266666,0.139356657862663,0.151624366641045,"IL",15.1624366641045,"Illinois-2021","Illinois","2021",29,"Illinois-2021",72.205,7.4,60.3,11.9,93,10,56.3664
"168",32,"Total",2322,2843033.08610833,255682.105233333,289545.670816667,0.0899328663945198,0.101843930780888,"IN",10.1843930780888,"Indiana-2021","Indiana","2021",29,"Indiana-2021",62.743,4.7,58.6,18.2,92.5,8.6,52.206
"169",42,"Total",1643,1426247.75021667,92819.858425,117738.099708333,0.0650797560811043,0.0825509428977966,"IA",8.25509428977966,"Iowa-2021","Iowa","2021",35.4,"Iowa-2021",65.6,3.6,61.9,15,95.2,8.4,50.1373913043478
"170",47,"Total",1853,1300690.58775833,119599.810308333,147381.597441666,0.0919510051608086,0.113310270011425,"KS",11.3310270011425,"Kansas-2021","Kansas","2021",40.1,"Kansas-2021",64.124,4.4,61.2,11.8,90.8,9.1,50.5641666666667
"171",61,"Total",1537,1738084.64928333,124914.098016667,169277.430575,0.071868821978569,0.097393088042736,"KY",9.7393088042736,"Kentucky-2021","Kentucky","2021",35,"Kentucky-2021",55.573,5.4,54.7,14.4,94.3,11.7,51.67125
"172",72,"Total",2822,1722710.39881666,80763.7306666666,98463.3982,0.0468817800283432,0.0571560934185982,"LA",5.71560934185982,"Louisiana-2021","Louisiana","2021",18.9,"Louisiana-2021",52.087,7.6,55.2,7.2,92.4,14.1,53.2752
"173",11,"Total",1022,562840.787341666,69647.8457916667,82797.8926416666,0.123743422329426,0.147107124328613,"ME",14.7107124328613,"Maine-2021","Maine","2021",38,"Maine-2021",64.767,4.9,57.9,9.8,94.3,9.2,52.02
"174",52,"Total",1774,2689273.96645,293968.536933333,331435.068666666,0.109311483800411,0.123243324458599,"MD",12.3243324458599,"Maryland-2021","Maryland","2021",21.5,"Maryland-2021",90.203,5.9,62.5,4.9,93.9,9.1,60.6068
"175",14,"Total",3100,3182737.84914166,401304.101416666,432563.698091666,0.126087695360184,0.135909304022789,"MA",13.5909304022789,"Massachusetts-2021","Massachusetts","2021",21.5,"Massachusetts-2021",89.645,6.6,63.1,8.9,97.5,10.6,65.7204
"176",34,"Total",2966,4049359.17238333,538700.922658334,618951.173783333,0.133033618330956,0.152851641178131,"MI",15.2851641178131,"Michigan-2021","Michigan","2021",44.4,"Michigan-2021",63.498,6.9,56.5,18.6,95,9.3,53.7892
"177",41,"Total",1889,2610490.669975,416340.399266667,446390.183391667,0.159487411379814,0.170998573303223,"MN",17.0998573303223,"Minnesota-2021","Minnesota","2021",31.4,"Minnesota-2021",77.72,4.9,65,13.3,95.5,8.5,57.0412
"178",64,"Total",2198,1080609.803025,58955.7818083333,74385.546925,0.0545578822493553,0.0688366368412971,"MS",6.88366368412971,"Mississippi-2021","Mississippi","2021",21,"Mississippi-2021",48.716,6.4,53.6,12.9,88.1,13.8,44.9184
"179",43,"Total",2008,2615502.37475833,235211.745333333,266612.276266667,0.0899298563599586,0.101935401558876,"MO",10.1935401558876,"Missouri-2021","Missouri","2021",35.5,"Missouri-2021",61.847,4.6,58.8,11.6,90.6,9.5,49.7924
"180",81,"Total",2257,437543.961391667,49001.6227,56287.5801583333,0.111992456018925,0.128644406795502,"MT",12.8644406795502,"Montana-2021","Montana","2021",8.1,"Montana-2021",63.249,4,58.2,4.1,91.8,8.8,52.685652173913
"181",46,"Total",1947,898442.131791666,60853.6445083334,71362.7942166667,0.0677324011921883,0.0794294849038124,"NE",7.94294849038124,"Nebraska-2021","Nebraska","2021",25.9,"Nebraska-2021",66.817,2.7,64.2,10.6,92.9,8.7,48.3422727272727
"182",88,"Total",1748,1250012.45454166,152243.3167,175316.03235,0.121793441474438,0.14025142788887,"NV",14.025142788887,"Nevada-2021","Nevada","2021",17.6,"Nevada-2021",66.274,9.7,58.6,5.4,88.4,11.3,51.4234782608696
"183",12,"Total",1916,643094.0624,64560.9367833334,72854.9092916667,0.100391127169132,0.113288104534149,"NH",11.3288104534149,"New Hampshire-2021","New Hampshire","2021",24.2,"New Hampshire-2021",88.465,3.6,62.1,12.5,94.9,6.9,56.74
"184",22,"Total",2582,3760600.345675,608805.238333334,672942.479558334,0.161890432238579,0.178945496678352,"NJ",17.8945496678352,"New Jersey-2021","New Jersey","2021",14.9,"New Jersey-2021",89.296,8.1,60.7,8.2,92.8,9.4,61.584
"185",85,"Total",2032,769677.588408333,57924.204075,69744.4101166667,0.0752577483654022,0.0906151011586189,"NM",9.06151011586189,"New Mexico-2021","New Mexico","2021",NA,"New Mexico-2021",53.992,7.8,53.4,4,90,12.8,51.915652173913
"186",21,"Total",4847,7769283.13168332,1727738.92303333,1868444.84978333,0.222380742430687,0.240491285920143,"NY",24.0491285920143,"New York-2021","New York","2021",22.7,"New York-2021",74.314,8.7,59,5.8,94.8,12.2,56.518
"187",56,"Total",3175,4232401.52523334,108123.7851,142138.367075,0.0255466755479574,0.0335833840072155,"NC",3.35833840072155,"North Carolina-2021","North Carolina","2021",25.4,"North Carolina-2021",61.972,5.8,57.3,11.9,89.6,10.2,50.3844
"188",44,"Total",2437,349302.013741666,18786.9646666667,24206.0180666667,0.0537842996418476,0.0692982524633408,"ND",6.92982524633408,"North Dakota-2021","North Dakota","2021",38.3,"North Dakota-2021",66.519,2.9,62.9,6.5,92.1,9.4,52.2511764705882
"189",31,"Total",3357,4970814.07481668,595828.398975001,647577.664133335,0.119865357875824,0.1302759796381,"OH",13.02759796381,"Ohio-2021","Ohio","2021",37.5,"Ohio-2021",62.262,5.4,58.7,14.9,93.5,9.5,51.8864
"190",73,"Total",1863,1548488.31320833,86590.7475166667,105737.042075,0.0559195354580879,0.0682840421795845,"OK",6.82840421795845,"Oklahoma-2021","Oklahoma","2021",23.7,"Oklahoma-2021",55.826,5.9,56.6,9.1,86.2,10.6,51.3164
"191",92,"Total",2250,1782754.09699167,318006.937591667,335856.956316667,0.178379580378532,0.18839219212532,"OR",18.839219212532,"Oregon-2021","Oregon","2021",23.7,"Oregon-2021",71.562,6.4,57.5,10.8,93.9,9.3,57.2754166666667
"192",23,"Total",3684,5385635.85906666,692313.399141666,730850.161183333,0.128548130393028,0.135703593492508,"PA",13.5703593492508,"Pennsylvania-2021","Pennsylvania","2021",25.2,"Pennsylvania-2021",68.957,6.4,58.4,11.8,94.5,9.6,53.8292
"193",15,"Total",1235,474386.45055,74780.8298416667,83036.8672833334,0.157636940479279,0.175040557980537,"RI",17.5040557980537,"Rhode Island-2021","Rhode Island","2021",17.5,"Rhode Island-2021",74.008,7.7,61.4,10.2,95.7,9.8,57.3061904761905
"194",57,"Total",2129,2071869.88488333,34770.3246166667,42454.5565166666,0.0167820993810892,0.020490936934948,"SC",2.0490936934948,"South Carolina-2021","South Carolina","2021",37,"South Carolina-2021",59.318,5.6,55.3,13.5,90,10.7,50.3848
"195",45,"Total",1639,393679.465108334,15624.0862833333,19559.3729666667,0.0396873280405998,0.0496834963560104,"SD",4.96834963560104,"South Dakota-2021","South Dakota","2021",24.3,"South Dakota-2021",66.143,2.8,63,9.9,90.5,11,45.7115
"196",62,"Total",2466,2813727.16009167,144801.735383333,165147.805441667,0.0514626055955887,0.0586936101317406,"TN",5.86936101317406,"Tennessee-2021","Tennessee","2021",33.4,"Tennessee-2021",59.695,5.3,56.3,13,90,10.2,49.884
"197",74,"Total",7703,12055787.6952583,452916.378825,570161.149125,0.0375683754682541,0.0472935624420643,"TX",4.72935624420643,"Texas-2021","Texas","2021",18.7,"Texas-2021",66.963,6.2,58.4,8.7,82,11.8,54.2732
"198",87,"Total",2523,1467295.087225,51008.8956416667,95414.9950916667,0.0347638987004757,0.0650278180837631,"UT",6.50278180837631,"Utah-2021","Utah","2021",27.7,"Utah-2021",79.449,3.5,61.1,10.9,91,7.7,55.4025
"199",13,"Total",1799,262992.142425,32358.6660583333,37435.95405,0.123040430247784,0.142346277832985,"VT",14.2346277832985,"Vermont-2021","Vermont","2021",19.1,"Vermont-2021",72.431,4.2,61.6,10.1,96.3,9.1,51.5895238095238
"200",54,"Total",2588,3686276.4239,175451.416816667,239909.778066667,0.0475958399474621,0.0650818720459938,"VA",6.50818720459938,"Virginia-2021","Virginia","2021",21.8,"Virginia-2021",80.963,4.8,60.5,7.1,93.2,8,52.1584
"201",91,"Total",2642,3305809.35761666,627641.98305,659360.88935,0.189860314130783,0.199455201625824,"WA",19.9455201625824,"Washington-2021","Washington","2021",45.5,"Washington-2021",84.247,5.9,58.8,9.4,93.6,8.2,60.7364
"202",55,"Total",2347,693935.739258334,66552.2636166666,72928.7163166666,0.0959055125713348,0.105094335973263,"WV",10.5094335973263,"West Virginia-2021","West Virginia","2021",15.9,"West Virginia-2021",51.248,6.2,49.2,8.1,93.9,11.5,47.705652173913
"203",35,"Total",2029,2705461.85698333,214512.806083333,251150.491591667,0.0792887955904007,0.0928309112787247,"WI",9.28309112787247,"Wisconsin-2021","Wisconsin","2021",33.9,"Wisconsin-2021",67.125,3.5,61.6,18,94.6,8.7,52.6184
"204",83,"Total",1884,234496.649125,13369.0967333333,16131.43105,0.0570118874311447,0.0687917321920395,"WY",6.87917321920395,"Wyoming-2021","Wyoming","2021",18.1,"Wyoming-2021",65.204,3.7,60,4.6,87.8,6.7,56.968
